Year_Built,Remodel_Year,Lot_Area,Total_SqFt,Basement_SqFt,Bedrooms,Bathrooms,Garage_Cars,Fireplaces,Has_Pool,Overall_Qual,Neighborhood,House_Condition,Garage_Type,Heating_Type,Sale_Price
2010,1999,5648,4364,147,1,1.5,3,3,0,8,Suburbs,Excellent,Attached,Gas,1003244
1959,1959,9903,2469,122,2,2.0,2,0,0,8,Historic,Excellent,Attached,Gas,774761
1978,1978,16788,1038,111,4,1.5,2,0,0,8,Waterfront,Excellent,Attached,Solar,991030
1997,2018,5481,4336,1022,6,1.5,0,1,0,9,Rural,Good,None,Electric,597740
2011,1997,4820,2403,1011,2,1.5,0,1,0,2,Suburbs,Excellent,None,Electric,555637
1962,1962,13271,3903,1153,3,4.0,3,0,0,9,Rural,Poor,Attached,Gas,434944
1993,1993,6684,1946,67,3,1.5,2,3,0,8,Suburbs,Good,Detached,Gas,479669
1996,1990,6651,2357,1882,3,1.5,2,1,1,10,Suburbs,Good,Attached,Oil,666606
2013,2014,13431,2957,827,2,1.5,3,0,0,1,Downtown,Excellent,Detached,Gas,1009699
2002,2015,13131,2094,1752,2,4.0,1,0,0,5,Historic,Good,Detached,Electric,688368
1993,1993,7830,4251,1923,1,3.5,1,0,0,2,Suburbs,Good,Detached,Solar,712962
1977,1977,10334,1099,891,6,3.5,3,2,1,10,Suburbs,Fair,Attached,Gas,471983
1951,1951,17619,4498,1631,6,1.5,2,3,1,5,Suburbs,Fair,Attached,Electric,741853
2006,2015,12304,3849,1680,5,3.5,1,0,0,8,Suburbs,Good,Attached,Gas,859967
2006,2006,17879,2565,1920,1,2.0,0,0,0,9,Waterfront,Poor,None,Electric,811699
1983,1983,17585,1563,1568,4,2.0,2,0,0,9,Rural,Fair,Detached,Gas,375297
2007,2007,3016,1048,1309,3,2.5,0,1,0,1,Waterfront,Fair,None,Electric,429996
2001,2008,11308,3368,1028,2,3.5,0,0,0,7,Downtown,Excellent,None,Gas,1200000
1978,1978,9476,833,1141,5,3.5,3,2,0,8,Suburbs,Excellent,Attached,Electric,595051
1984,1995,8942,1027,1675,5,3.5,2,2,1,10,Suburbs,Excellent,Detached,Electric,715643
1997,2005,5693,1384,229,2,4.0,1,3,0,3,Downtown,Good,Detached,Gas,489472
1982,2020,18562,4270,159,1,1.5,0,0,0,6,Suburbs,Good,None,Electric,714192
2022,2022,9259,3805,1317,5,2.5,0,0,0,3,Waterfront,Good,None,Gas,1200000
1958,2003,18579,3660,1784,6,1.0,2,0,0,9,Downtown,Fair,Detached,Electric,1056922
1997,1997,12468,1523,1808,1,3.5,1,2,1,3,Suburbs,Fair,Attached,Gas,391937
2016,2016,7942,3431,185,2,1.5,2,1,0,2,Suburbs,Poor,Detached,Electric,393452
1985,2015,17651,1369,1013,1,3.5,1,1,0,9,Downtown,Good,Attached,Gas,712841
2020,2020,6788,1019,876,6,2.0,1,0,0,8,Suburbs,Good,Detached,Gas,425073
1993,1996,3371,2194,551,3,2.0,0,1,0,8,Historic,Good,None,Gas,572538
2009,2009,10120,3634,1247,2,1.0,1,3,0,2,Waterfront,Excellent,Attached,Electric,1200000
2012,2009,8702,3375,1175,6,2.0,2,2,0,6,Historic,Excellent,Detached,Gas,1147437
1954,1991,11347,2922,1163,2,3.5,3,0,0,5,Suburbs,Good,Attached,Oil,671886
1989,1989,5661,2441,1390,6,1.0,2,1,0,2,Downtown,Good,Attached,Oil,657655
1968,2012,9651,935,1151,6,2.0,2,0,0,5,Suburbs,Fair,Attached,Gas,355681
1996,2021,7878,2921,1374,5,1.0,3,0,0,4,Suburbs,Excellent,Detached,Electric,820572
2014,2014,16091,1053,146,5,2.0,0,2,0,9,Waterfront,Fair,None,Gas,672669
2016,2016,7315,3889,1308,5,1.5,0,2,0,1,Downtown,Good,None,Gas,931459
1967,1967,12965,2754,1492,3,2.0,3,1,0,6,Suburbs,Good,Attached,Electric,653473
1999,2014,11308,3869,1241,3,3.5,0,2,0,7,Suburbs,Good,None,Electric,802222
1979,2011,9474,3914,435,6,2.5,1,3,1,6,Suburbs,Good,Detached,Electric,755897
2015,2016,4374,849,731,4,2.0,2,0,0,5,Rural,Good,Attached,Gas,234606
1954,1954,14395,1314,1168,2,3.0,2,2,0,4,Suburbs,Good,Attached,Gas,423549
1991,1991,10393,3591,1864,5,1.5,1,1,0,5,Suburbs,Excellent,Attached,Gas,962385
1954,1954,7403,3578,1300,2,2.0,0,1,0,9,Suburbs,Excellent,None,Electric,929202
1999,1999,6546,3418,1777,6,2.5,1,1,0,5,Suburbs,Good,Detached,Electric,676803
2007,2001,6977,2637,59,1,1.5,1,3,1,10,Waterfront,Poor,Detached,Electric,813218
1957,1994,12388,1375,1633,6,3.0,2,2,0,8,Historic,Good,Attached,Gas,666079
1980,1980,11988,4453,842,3,2.5,2,2,0,7,Historic,Fair,Detached,Gas,835128
1961,2018,6892,4174,1398,4,3.5,1,3,0,4,Waterfront,Good,Attached,Gas,1200000
1970,1970,17008,1965,403,1,4.0,1,2,1,10,Suburbs,Poor,Attached,Gas,407690
2011,1993,6249,1702,880,2,1.5,2,2,0,5,Rural,Fair,Detached,Gas,241701
1982,1982,3111,3049,1716,3,2.0,1,2,0,7,Suburbs,Good,Attached,Oil,636443
1975,1991,10400,3054,1137,5,2.0,0,3,0,6,Suburbs,Good,None,Oil,616467
1989,1989,5379,1214,1518,1,1.5,1,3,0,3,Waterfront,Fair,Attached,Electric,523823
2014,1993,16180,3068,614,3,3.5,3,1,0,10,Downtown,Good,Detached,Electric,1087947
2008,2008,11352,4233,335,2,3.5,3,3,0,3,Historic,Good,Attached,Gas,907382
1964,1964,11469,3605,830,6,2.5,1,3,0,2,Suburbs,Excellent,Detached,Oil,849322
1950,1950,12748,1904,1592,2,2.5,2,1,0,3,Rural,Fair,Attached,Gas,279979
1960,1960,13107,1562,284,1,1.0,1,3,0,10,Rural,Fair,Attached,Solar,315789
2004,2009,15942,1362,128,1,2.5,0,2,0,1,Historic,Excellent,None,Electric,549121
1951,2013,19686,4156,1915,6,3.5,2,0,0,9,Rural,Good,Attached,Gas,744986
2014,2007,7533,3216,314,1,2.5,0,1,0,2,Rural,Good,None,Solar,362500
1993,2019,7281,2315,959,4,2.0,0,0,0,3,Downtown,Excellent,None,Gas,846310
1965,1965,7768,2734,1621,5,3.0,1,0,0,5,Suburbs,Poor,Attached,Electric,412793
1971,2012,15198,3743,1735,3,2.0,2,1,0,10,Suburbs,Excellent,Attached,Electric,1112136
1967,1967,10169,2169,70,6,2.5,1,0,1,4,Rural,Excellent,Detached,Gas,475474
1996,2021,10361,1003,344,2,2.5,0,0,1,5,Suburbs,Good,None,Gas,394626
1979,1979,6830,3896,1121,2,2.0,0,1,0,6,Rural,Fair,None,Electric,439528
1959,2006,5882,3804,1323,5,3.0,3,1,0,5,Downtown,Excellent,Attached,Electric,1200000
2007,2007,3998,2376,175,1,3.5,2,2,0,10,Downtown,Good,Detached,Gas,819375
2011,2011,18942,868,1768,1,1.0,2,1,1,1,Rural,Good,Attached,Solar,254042
1955,1955,19668,1315,883,2,4.0,0,3,0,6,Downtown,Excellent,None,Gas,813064
2016,2016,19246,4363,1098,5,2.5,0,0,0,9,Downtown,Excellent,None,Gas,1200000
1990,1990,6065,3087,142,2,3.0,1,1,0,3,Downtown,Good,Attached,Gas,738236
1992,1992,13467,1160,930,1,3.5,1,2,1,2,Historic,Good,Attached,Gas,497363
1967,1991,15076,2264,1046,6,2.5,2,1,0,6,Rural,Poor,Attached,Gas,321013
2007,2007,5543,1854,180,3,3.5,1,0,0,3,Suburbs,Fair,Attached,Solar,308276
2009,2016,13033,2722,1068,1,1.5,0,1,0,4,Suburbs,Poor,None,Gas,354286
1976,1976,4401,2452,1492,6,1.5,2,0,0,6,Suburbs,Good,Attached,Gas,585857
2017,2017,19829,1506,91,3,3.0,3,1,0,6,Waterfront,Poor,Attached,Gas,604641
1971,1993,7522,2425,1292,4,3.5,2,2,1,2,Rural,Good,Attached,Electric,397550
1973,1996,5551,3537,33,5,3.5,0,3,1,3,Suburbs,Good,None,Oil,618715
1989,1989,7816,1456,677,6,3.0,1,2,0,9,Suburbs,Excellent,Detached,Gas,680686
2015,2006,10699,2145,1605,4,2.5,2,1,0,2,Downtown,Excellent,Attached,Gas,900609
1989,1989,5629,1143,1387,1,2.0,2,0,0,3,Rural,Good,Attached,Gas,232314
1955,1991,10687,1335,1731,5,4.0,0,2,0,9,Waterfront,Good,None,Gas,1020108
1967,2013,13156,1154,1156,6,2.0,0,3,1,4,Suburbs,Excellent,None,Gas,603900
1979,1979,9834,4342,758,1,3.0,1,3,0,1,Downtown,Good,Attached,Gas,1001939
1970,2022,7849,1727,381,5,2.5,3,0,0,2,Downtown,Good,Attached,Gas,629792
2011,2001,18782,1782,1703,5,3.0,2,1,1,3,Historic,Good,Attached,Electric,695337
1959,1959,18827,2817,965,1,2.0,3,2,0,9,Suburbs,Good,Attached,Gas,687550
1962,1994,12431,2952,1300,1,4.0,1,2,0,9,Waterfront,Fair,Detached,Solar,1108141
1958,1990,7150,2145,1179,6,2.5,0,0,1,6,Rural,Fair,None,Solar,364715
2017,1998,14289,2395,386,5,4.0,1,2,0,6,Suburbs,Good,Attached,Electric,623100
1988,1988,12496,2706,534,6,1.0,0,0,0,3,Suburbs,Good,None,Gas,515482
1973,1991,9470,3809,199,5,2.5,2,0,0,5,Downtown,Good,Attached,Gas,961171
1983,1983,16257,1326,274,6,3.0,2,1,0,4,Rural,Fair,Detached,Gas,263722
2010,2010,6712,3351,500,1,3.0,1,0,0,10,Waterfront,Good,Detached,Electric,1200000
1990,1990,15721,3956,458,1,3.5,3,2,0,10,Rural,Excellent,Attached,Electric,814525
1954,1993,15495,1730,49,2,1.0,1,0,0,9,Suburbs,Excellent,Attached,Oil,640873
1999,1997,15420,3556,969,6,1.0,2,2,0,9,Downtown,Good,Detached,Solar,1093084
1953,1990,8315,3082,1721,2,2.5,1,0,0,1,Historic,Good,Attached,Gas,664291
2000,1996,8381,2746,987,2,1.0,2,1,0,8,Waterfront,Fair,Attached,Electric,946740
2001,2001,12497,2086,531,4,4.0,1,1,1,9,Suburbs,Excellent,Attached,Gas,807079
1988,1988,16494,3877,1003,5,1.5,0,0,0,5,Historic,Good,None,Gas,888106
1957,1990,19950,3341,627,3,2.5,2,0,0,4,Rural,Fair,Attached,Gas,414992
1994,2007,18752,2716,1115,4,1.0,0,0,0,10,Rural,Fair,None,Gas,435890
1977,1993,7622,4160,1884,5,2.5,2,1,0,4,Rural,Good,Attached,Oil,581599
1976,1976,7132,2393,1479,3,2.0,3,3,0,2,Waterfront,Good,Detached,Gas,891419
2014,2014,11830,3725,338,2,1.0,2,0,0,9,Rural,Good,Detached,Electric,541484
1983,1983,9995,4425,1076,3,2.0,0,3,0,5,Downtown,Poor,None,Electric,735130
2011,2011,5670,2173,1519,1,2.0,2,0,0,3,Suburbs,Excellent,Attached,Electric,610049
2011,2011,12364,2023,1658,1,4.0,3,2,1,6,Historic,Poor,Detached,Gas,521894
1987,2020,13041,2759,1876,6,1.5,2,1,0,9,Suburbs,Good,Detached,Oil,758537
1975,1994,12054,3814,1873,5,2.5,3,3,1,9,Suburbs,Good,Attached,Electric,914531
1973,2006,14637,1765,1800,4,4.0,1,3,0,5,Suburbs,Excellent,Attached,Gas,734059
1988,1988,13757,1763,3,2,3.5,1,1,0,8,Suburbs,Good,Attached,Gas,494542
1970,1970,11490,1696,1704,5,4.0,2,3,0,4,Rural,Good,Attached,Electric,401057
1996,1993,15329,2158,280,2,4.0,0,0,0,5,Historic,Excellent,None,Oil,700545
1997,1994,3770,4478,1313,1,2.5,1,3,1,7,Suburbs,Good,Attached,Electric,820247
1962,2009,6854,1016,72,4,3.0,2,0,0,7,Downtown,Poor,Attached,Oil,386721
1952,1995,6118,1422,1160,4,1.5,1,3,0,7,Suburbs,Good,Detached,Electric,492622
1981,2000,12901,1152,1873,1,2.5,3,2,0,8,Historic,Fair,Attached,Gas,501160
1984,1984,16522,1491,767,3,3.5,2,3,0,5,Rural,Excellent,Attached,Gas,450033
1968,1968,3038,3522,970,4,2.5,3,3,0,1,Suburbs,Good,Attached,Gas,557710
1963,2005,19002,1430,1676,3,3.0,0,0,0,9,Waterfront,Excellent,None,Electric,1200000
1997,1997,7857,3172,997,2,3.0,0,1,0,9,Historic,Good,None,Oil,802774
2017,2017,19312,3748,1416,4,2.0,0,2,0,7,Waterfront,Poor,None,Gas,983655
1994,1994,4436,4099,207,6,3.5,2,1,1,6,Historic,Good,Attached,Electric,909278
1968,1968,10693,1968,259,1,2.5,3,0,0,5,Suburbs,Excellent,Detached,Gas,594026
2013,2009,16218,3155,929,3,1.5,1,2,0,5,Waterfront,Good,Attached,Gas,1192493
2015,2015,7251,1453,262,6,3.5,3,3,0,3,Suburbs,Good,Attached,Gas,425945
2015,2015,12305,3132,782,2,2.5,1,1,1,10,Waterfront,Good,Attached,Gas,1200000
1994,2007,13590,1191,504,2,3.5,2,1,0,1,Rural,Fair,Detached,Gas,222425
2016,2019,10662,3207,1573,4,2.5,2,1,0,6,Waterfront,Fair,Attached,Gas,1024818
2018,2007,6123,1568,202,4,2.0,2,3,0,8,Rural,Good,Attached,Gas,352826
1952,2010,7158,1596,1759,6,3.5,2,0,0,2,Suburbs,Good,Attached,Gas,459871
1987,2021,11700,1731,1370,5,3.0,3,3,0,8,Suburbs,Good,Attached,Electric,610077
1991,1994,13531,2770,51,5,2.0,1,3,0,8,Historic,Excellent,Detached,Gas,972369
1989,1989,12879,964,1616,4,1.5,2,0,0,10,Historic,Good,Attached,Solar,588486
1999,1999,8543,1532,1379,5,3.5,3,0,0,8,Downtown,Good,Detached,Gas,774995
1984,2016,16980,1380,1746,1,1.0,2,3,0,10,Suburbs,Good,Attached,Gas,604820
1973,2004,18156,1620,1542,6,3.5,0,0,0,3,Downtown,Good,None,Gas,640545
1966,2003,12580,2047,362,1,2.0,2,1,1,10,Rural,Excellent,Detached,Gas,593634
1989,2010,6911,923,44,5,3.0,1,2,1,8,Waterfront,Good,Attached,Oil,798718
2015,2015,16582,2771,826,4,4.0,1,0,0,4,Suburbs,Excellent,Attached,Gas,763956
1993,1993,14120,1143,1401,1,1.5,1,2,0,3,Suburbs,Excellent,Detached,Solar,465675
1972,1972,8235,2674,788,2,2.5,0,1,0,9,Waterfront,Fair,None,Oil,914619
1955,1955,7799,1323,1435,4,3.5,3,0,0,8,Rural,Excellent,Attached,Electric,524485
2015,2015,17225,3923,770,6,3.5,3,3,0,10,Suburbs,Good,Attached,Electric,961751
1970,1970,19709,928,141,3,2.5,0,3,1,2,Rural,Excellent,None,Electric,299550
1984,1984,6766,1958,1281,3,3.0,2,1,0,8,Suburbs,Fair,Detached,Gas,460942
1978,2008,7111,3504,796,4,3.5,1,0,0,3,Suburbs,Good,Attached,Electric,636364
1956,2000,10015,3998,1937,5,3.5,3,3,0,10,Rural,Excellent,Attached,Gas,921710
2002,2018,9856,3585,36,1,3.5,2,0,0,6,Rural,Good,Attached,Gas,505976
1986,1986,19490,3786,1964,1,2.0,2,2,0,5,Historic,Fair,Detached,Electric,779553
1972,1972,5426,2918,44,4,4.0,3,3,1,8,Rural,Poor,Attached,Electric,344349
1957,1992,17497,3120,919,2,2.5,0,1,0,9,Waterfront,Excellent,None,Oil,1200000
1997,1997,14336,2010,1655,6,1.0,2,3,0,7,Suburbs,Fair,Attached,Gas,480137
1959,2010,8316,1826,1069,5,2.0,3,1,0,6,Suburbs,Poor,Attached,Oil,351035
1973,1973,8362,2108,1675,2,1.5,2,1,0,6,Downtown,Poor,Detached,Gas,537040
1996,2008,7693,821,564,4,1.5,0,2,0,1,Suburbs,Good,None,Gas,251650
2002,2002,11990,965,300,4,2.0,0,2,0,5,Rural,Good,None,Gas,262886
1988,1988,18133,2133,287,2,1.0,2,1,0,8,Historic,Good,Attached,Gas,661380
2016,2016,17178,3722,785,3,3.0,1,3,0,6,Downtown,Fair,Detached,Gas,906779
2015,1994,13629,2300,268,4,1.0,3,1,0,1,Suburbs,Good,Detached,Electric,449591
1955,1955,17751,1297,1923,6,1.5,2,0,0,5,Waterfront,Good,Attached,Oil,819317
1970,2016,3425,1233,790,5,1.5,3,0,0,5,Suburbs,Good,Attached,Gas,409738
2022,2022,6044,3605,1085,2,1.0,2,3,0,3,Rural,Fair,Attached,Electric,416270
1985,1985,14480,3081,1589,3,2.0,3,3,0,8,Rural,Fair,Attached,Oil,462999
1952,2008,14106,1636,1993,2,2.5,0,2,0,9,Rural,Excellent,None,Electric,536488
1991,1998,9229,2493,1974,3,4.0,1,0,0,6,Suburbs,Fair,Attached,Electric,527170
1994,2007,4239,1462,580,3,3.5,0,1,0,6,Suburbs,Good,None,Gas,404493
1993,1993,9566,1524,1265,6,3.5,1,1,0,2,Waterfront,Fair,Attached,Oil,663964
1982,1982,7213,1175,935,5,1.5,1,0,0,10,Rural,Good,Detached,Electric,362577
2009,2012,6006,3577,1805,4,2.0,3,0,1,2,Downtown,Good,Attached,Gas,937456
2019,2019,10025,4117,1787,3,1.0,2,2,1,6,Waterfront,Poor,Attached,Gas,1037994
1975,2013,9558,1102,353,4,3.5,3,0,1,8,Downtown,Good,Attached,Oil,653435
1970,1970,4184,3252,1819,5,1.0,2,2,0,2,Rural,Fair,Attached,Gas,369399
1951,2017,17430,2486,967,4,2.5,1,3,0,9,Suburbs,Good,Detached,Solar,683954
1996,1996,11102,1507,1999,6,1.5,1,3,0,9,Historic,Good,Attached,Gas,717620
1979,1979,16869,1716,1886,6,1.5,1,0,0,4,Suburbs,Good,Detached,Oil,527601
1976,1997,10116,2868,70,1,4.0,1,0,0,4,Suburbs,Good,Attached,Gas,535443
2020,2014,15937,1056,834,6,3.5,1,0,0,4,Downtown,Good,Attached,Electric,517640
1969,1991,7383,1198,412,3,3.5,2,0,0,5,Suburbs,Excellent,Attached,Oil,501553
1999,2019,7507,4400,611,5,2.5,0,1,0,8,Historic,Good,None,Gas,984202
1972,1992,17735,850,1084,6,3.5,2,1,0,2,Historic,Excellent,Detached,Electric,580418
1962,2012,19519,3294,614,2,3.0,3,3,0,5,Suburbs,Poor,Attached,Gas,522024
1953,2018,5025,4141,1475,5,4.0,1,1,0,2,Suburbs,Poor,Attached,Gas,502941
1963,2019,7854,3674,1416,3,2.0,1,0,0,8,Rural,Good,Attached,Gas,577758
1969,1969,8367,1394,1654,5,3.0,0,2,1,1,Historic,Fair,None,Electric,402794
1962,2010,5890,1617,528,6,3.0,3,3,0,7,Rural,Good,Detached,Gas,370585
1952,2016,6773,1435,1328,2,2.0,3,0,0,3,Suburbs,Good,Attached,Gas,401655
1996,2013,18819,4133,190,1,3.5,3,1,1,4,Suburbs,Fair,Detached,Gas,679105
1952,2020,4528,4236,1747,3,4.0,1,2,0,8,Rural,Poor,Attached,Electric,452835
1950,1950,14820,1872,77,3,2.5,0,2,0,3,Downtown,Good,None,Electric,588816
1973,1973,8049,4389,1581,5,2.0,3,1,0,7,Rural,Fair,Attached,Gas,560566
1984,1984,3848,2452,1628,4,2.5,3,0,0,1,Suburbs,Good,Detached,Gas,487127
1963,1963,13119,1941,888,4,3.5,2,2,0,9,Waterfront,Poor,Attached,Solar,762579
2016,2016,13357,2276,1548,2,3.0,3,2,0,6,Downtown,Excellent,Detached,Gas,1180968
1962,2016,19167,1574,1763,1,1.0,2,1,0,3,Rural,Good,Detached,Oil,340171
1996,1993,15478,3820,1324,1,2.5,1,2,0,7,Suburbs,Good,Detached,Oil,757990
1999,2008,5121,2770,948,5,1.0,2,2,0,5,Rural,Good,Detached,Oil,408091
1975,1975,15910,2464,16,5,3.5,0,2,0,8,Downtown,Excellent,None,Gas,1068051
1952,1992,7681,1196,814,4,2.0,1,3,0,8,Rural,Poor,Attached,Oil,236407
2000,2000,17755,3530,1597,6,2.5,3,0,0,9,Rural,Excellent,Attached,Oil,791731
1989,1989,3472,3898,433,1,3.5,1,0,0,6,Rural,Good,Attached,Electric,505485
2017,2022,3113,3558,1066,6,1.0,0,1,0,4,Rural,Excellent,None,Gas,599057
1985,1997,16690,2195,1091,1,1.5,3,0,1,2,Rural,Good,Attached,Gas,386877
2000,2000,9473,1920,1403,6,2.0,2,2,0,3,Waterfront,Good,Detached,Gas,848893
1950,2013,11530,1328,211,6,1.5,1,0,0,5,Suburbs,Good,Detached,Electric,404004
1982,2015,4196,1484,202,1,2.0,2,3,0,8,Waterfront,Excellent,Attached,Electric,1097282
1956,1956,19462,3460,725,2,4.0,1,2,0,10,Suburbs,Excellent,Attached,Gas,1019738
2001,2006,9017,3033,108,2,3.5,1,2,0,2,Downtown,Good,Attached,Electric,680408
1960,1960,5652,3543,967,5,3.5,2,3,0,5,Downtown,Fair,Attached,Gas,853795
1976,1976,13832,3062,283,6,4.0,3,3,0,9,Suburbs,Fair,Attached,Electric,650818
1963,1998,8385,4122,940,6,2.0,3,0,1,2,Waterfront,Excellent,Attached,Solar,1200000
1995,1995,17708,3063,1960,6,2.0,0,0,0,8,Rural,Good,None,Gas,565095
1959,1994,17571,2876,1629,6,1.5,0,0,0,3,Waterfront,Excellent,None,Gas,1200000
1973,1973,14002,901,1248,6,3.5,2,3,0,8,Suburbs,Excellent,Attached,Gas,686289
2010,2010,6385,922,736,4,3.0,2,0,0,4,Suburbs,Good,Attached,Electric,353144
1967,1997,4965,2901,1774,3,1.5,2,1,1,4,Downtown,Good,Attached,Electric,851167
1958,1958,5427,2106,1141,6,2.0,1,0,0,7,Suburbs,Excellent,Detached,Solar,713484
1966,1966,5841,2437,931,4,2.5,0,3,0,5,Suburbs,Excellent,None,Gas,712640
2007,2022,9563,1940,602,2,2.5,3,3,0,4,Downtown,Excellent,Attached,Solar,922016
1962,1995,17387,1415,1363,6,3.5,2,1,0,7,Suburbs,Fair,Attached,Gas,484154
1999,2001,8840,1356,1824,2,2.0,2,2,0,3,Rural,Poor,Detached,Electric,206113
1955,1996,18154,913,1304,5,3.5,1,1,0,9,Rural,Excellent,Detached,Gas,518020
2000,2017,17093,3702,490,3,2.5,1,3,0,5,Historic,Excellent,Attached,Oil,1147638
1985,1996,7352,2366,18,1,3.0,1,2,0,3,Historic,Fair,Detached,Electric,448763
2020,2020,3184,3523,1198,3,4.0,2,1,0,2,Rural,Poor,Attached,Electric,337934
1974,1974,13384,1776,1492,6,3.5,2,1,0,7,Suburbs,Good,Attached,Oil,578761
1960,1960,17319,1500,1641,6,1.0,3,2,0,7,Rural,Excellent,Detached,Gas,553127
1993,1993,11437,2116,800,3,1.5,0,1,0,5,Waterfront,Excellent,None,Gas,1153202
1963,2019,13426,4066,759,3,2.5,3,2,0,4,Downtown,Good,Attached,Oil,1052503
1978,1990,10504,3139,1858,5,2.5,0,0,0,2,Suburbs,Good,None,Gas,581526
1999,2021,3600,1060,1165,2,3.0,2,2,0,2,Waterfront,Excellent,Attached,Gas,719212
1954,1954,10804,4078,1486,1,4.0,3,1,0,7,Suburbs,Good,Detached,Electric,853920
2021,2021,16249,3411,928,3,1.5,3,0,1,10,Rural,Excellent,Attached,Electric,810960
2018,2018,8537,2896,297,1,2.5,0,3,0,7,Rural,Fair,None,Gas,380662
2006,2019,17685,1829,1493,3,1.5,0,3,0,4,Suburbs,Good,None,Gas,523613
1975,1975,11724,1178,704,2,3.5,3,3,0,4,Suburbs,Excellent,Attached,Gas,501548
1955,2021,8084,4265,1886,1,4.0,0,1,0,4,Suburbs,Good,None,Gas,733494
1965,1965,5042,2709,814,4,2.5,0,0,1,2,Downtown,Good,None,Oil,682069
2009,2012,19741,3071,802,2,1.5,2,2,1,9,Downtown,Poor,Detached,Solar,762005
1961,2016,19761,1846,372,1,3.5,1,3,0,1,Waterfront,Good,Attached,Electric,794075
1952,2015,16336,1807,1491,3,3.0,0,3,0,8,Suburbs,Good,None,Gas,562961
2012,2012,16414,3504,927,3,2.0,0,0,0,6,Suburbs,Fair,None,Solar,573091
2013,2013,7797,909,950,2,3.5,2,0,0,10,Suburbs,Good,Attached,Electric,427479
2011,2011,6307,3571,1461,2,4.0,0,0,0,7,Historic,Poor,None,Gas,581824
1955,1999,16721,3400,843,3,2.5,2,1,0,5,Suburbs,Good,Attached,Solar,683737
1968,1968,5596,2222,946,1,2.5,1,0,0,6,Suburbs,Good,Attached,Oil,479895
1967,1967,14795,4043,1743,4,2.0,3,2,1,6,Historic,Excellent,Attached,Electric,1200000
1992,2018,17984,1805,442,5,3.0,3,2,1,9,Waterfront,Good,Detached,Electric,1189023
2022,2014,15134,1497,1479,2,2.5,2,3,1,10,Suburbs,Fair,Detached,Gas,501194
1952,2021,13782,3573,1271,3,2.0,2,2,0,4,Waterfront,Fair,Attached,Gas,1115089
2021,2006,12234,1105,141,1,1.0,0,0,0,5,Suburbs,Excellent,None,Electric,390725
1987,2012,17618,4435,401,2,2.0,1,2,0,4,Suburbs,Excellent,Attached,Gas,1020435
2017,2007,13027,2405,1919,1,1.5,2,3,0,1,Downtown,Fair,Attached,Gas,626450
1993,2000,16986,2531,822,2,2.5,2,1,0,10,Downtown,Poor,Attached,Oil,677084
2012,2012,15400,1758,221,3,3.0,1,2,0,6,Rural,Excellent,Detached,Oil,492487
1991,2002,6526,1753,736,1,3.0,0,3,0,5,Suburbs,Good,None,Electric,431175
2013,2013,14593,1974,1889,3,2.0,1,3,0,4,Suburbs,Good,Detached,Oil,541362
2003,2003,4622,4299,1207,1,2.5,0,0,0,6,Rural,Fair,None,Oil,455133
2020,2017,8518,3468,1387,2,3.5,1,3,0,5,Waterfront,Excellent,Attached,Electric,1200000
1986,1986,5657,4338,1840,5,2.5,2,2,0,3,Suburbs,Excellent,Attached,Gas,992429
1953,1953,11699,3477,993,5,4.0,2,3,0,2,Rural,Fair,Attached,Gas,421143
1951,1996,16955,3724,1211,4,2.5,1,3,0,6,Downtown,Excellent,Attached,Gas,1200000
1993,2018,5656,2430,112,4,3.0,3,0,1,4,Waterfront,Good,Attached,Gas,936378
2016,2012,19673,2591,1204,6,1.0,1,0,0,10,Rural,Good,Detached,Gas,526503
2017,2017,8858,3403,1222,3,3.0,3,2,0,3,Historic,Good,Attached,Gas,799283
2011,2011,13401,2771,1925,1,3.5,1,3,0,8,Downtown,Good,Detached,Electric,957115
1950,1950,11758,866,1093,4,4.0,1,1,0,9,Downtown,Good,Attached,Solar,627156
1966,1966,4473,1979,597,2,4.0,2,3,0,7,Suburbs,Excellent,Attached,Gas,660088
